p(-0.23792716062957886,0.43699437813497527,0.3764793193996525,2.1900897322812987,-2.2118291556540584,0.03137455640060414)
p(-0.2331159210941163,0.5729747396875626,0.3714314546812206,1.961375110361095,-2.0634248036209377,0.3794879735995584)
p(-0.21592270238101424,0.6479733691612118,0.44063318918117717,2.593232625535295,-1.000081557344799,0.17204055695093504)
p(-0.28553603863475313,0.6479790548538856,0.39664486024758333,2.8310595385259862,-0.012913228514107608,0.3456437042664077)
p(-0.38285977563488943,0.5249505348845848,0.31140941555376017,2.2132915717853527,2.0894304921356595,0.5773480154064549)
p(-0.4363917190474037,0.7054514182127872,0.23358639384726373,1.8843075399532405,1.6710398229334698,0.16990631304863593)
p(-0.31514154249738646,0.2662279898866632,0.32160582036555435,-1.7420337964994255,2.1381882975014763,0.2624940469587816)
p(-0.021522741617216727,0.46556228646470743,0.35289831578371644,-3.03865913435129,0.18693495669094226,0.6078633139458205)
p(-0.19757978357812556,0.3107597008323897,0.31687109154844223,-2.287088230728029,1.771064756107318,0.39162545882644595)
p(-0.3428296050461742,0.31076787612765233,0.31688189386149235,-1.4807414049619019,2.4091919774940047,0.24567327570484945)
p(-0.4801037882993481,0.5203561360009411,0.3583068289945443,0.11639942972191589,2.791166012382342,-0.03790411053057163)
p(-0.3440869446945949,0.5404947415823075,0.3497320886184771,2.210615646264986,-2.1260992306230104,0.6560085407930558)
p(-0.3429520403627502,0.41473391213478245,0.3535727511457091,-2.2110078930491888,-1.8431605282027028,-0.6246664063939382)
p(-0.2900760413869224,0.6067532411827113,0.3271742314408573,2.1043127524974174,-1.9117907284123214,0.6049089646875584)
p(-0.4749930768630181,0.6067632936552626,0.3615706718135446,-0.07419618391834915,2.798210408133135,-0.3787983456666219)
p(-0.22493199019593146,0.7384462982575696,0.318458511623765,1.735291011156631,2.431263620488034, -0.6126714520918397)
